name,id,gender,uid,department
Bobcat Goldthwait,6117,0,95024,Directing
Jake Scott,6118,0,65317,Directing
Alan Metter,6119,0,69801,Directing
Rafa Lara,6120,0,1432207,Directing
Alan Smithee,6121,0,55948,Directing
Michael Meredith,6122,0,17845,Directing
Julio DePietro,6123,0,129716,Directing
Katherine Dieckmann,6124,1,89395,Directing
Kim Farrant,6125,0,219961,Directing
Scott Marshall Smith,6126,0,69144,Directing
Álex de la Iglesia,6127,0,57865,Directing
Andrew Traucki,6128,0,81328,Directing
Michael Clancy,6129,0,4910,Directing
Robert Adetuyi,6130,0,31120,Directing
Kari Skogland,6131,1,22140,Directing
Taedong Park,6132,0,1291685,Directing
Benedikt Erlingsson,6133,0,42092,Directing
Gurinder Chadha,6134,1,6220,Directing
Jason Connery,6135,0,25527,Directing
Vic Sarin,6136,0,87121,Directing
Jim Issa,6137,0,1434341,Directing
William Phillips,6138,0,107630,Directing
Andy García,6139,0,1271,Directing
Sarik Andreasyan,6140,0,232858,Directing
Julian Gilbey,6141,0,63052,Directing
Gary Sherman,6142,0,33094,Directing
Valeri Milev,6143,0,1040955,Directing
Stanley Kramer,6144,0,4081,Directing
Pedro Almodóvar,6145,0,309,Directing
Gerald Potterton,6146,0,70616,Directing
Anurag Basu,6147,0,119819,Directing
Kriv Stenders,6148,0,110427,Directing
Yash Chopra,6149,0,35770,Directing
Floria Sigismondi,6150,0,98521,Directing
Ferzan Ozpetek,6151,0,72197,Directing
Kris Isacsson,6152,0,65627,Directing
Ben Younger,6153,0,24294,Directing
Daniel Taplitz,6154,0,74063,Directing
Tamara Jenkins,6155,0,54240,Directing
Linda Mendoza,6156,0,1214860,Directing
Hart Bochner,6157,0,7678,Directing
Stewart Raffill,6158,0,59023,Directing
Na Hong-jin,6159,0,1296119,Directing
Chatrichalerm Yukol,6160,0,565524,Directing
Eric Lavaine,6161,0,121588,Directing
Marc Forby,6162,0,59923,Directing
Ole Christian Madsen,6163,0,56195,Directing
Meiert Avis,6164,0,1045480,Directing
André Téchiné,6165,0,96627,Directing
Emily Young,6166,1,47201,Directing
Peter Faiman,6167,0,58453,Directing
Martyn Pick,6168,0,145169,Directing
Roland Suso Richter,6169,0,33036,Directing
Jeremy Sims,6170,0,75544,Directing
Maïwenn,6171,1,64210,Directing
Joby Harold,6172,0,74569,Directing
Ekachai Uekrongtham,6173,0,49605,Directing
Mark Rydell,6174,0,21958,Directing
David E. Talbert,6175,0,109692,Directing
Roger Vadim,6176,0,53767,Directing
Nils Gaup,6177,0,22558,Directing
Ari Sandel,6178,0,991868,Directing
Vondie Curtis-Hall,6179,0,6198,Directing
Tom Elkins,6180,0,51795,Directing
Kang Woo-Suk,6181,0,85006,Directing
John Sayles,6182,0,102445,Directing
Vipul Amrutlal Shah,6183,0,88142,Directing
Ken Loach,6184,0,15488,Directing
Ayan Mukherjee,6185,0,87378,Directing
Mervyn LeRoy,6186,0,9054,Directing
Serdar Akar,6187,0,70579,Directing
James Frawley,6188,0,68457,Directing
Dan Gilroy,6189,0,57113,Directing
Jonathan Dayton,6190,0,16959,Directing
Chris Stokes,6191,0,127936,Directing
Don Siegel,6192,0,14773,Directing
Martin Lawrence,6193,0,78029,Directing
Masayuki Ochiai,6194,0,67316,Directing
Tom Gormican,6195,0,1211000,Directing
Ken Shapiro,6196,0,99339,Directing
Justin Tipping,6197,0,1354959,Directing
Peter R. Hunt,6198,0,9868,Directing
Doug Atchison,6199,0,109640,Directing
Jonas Elmer,6200,0,130128,Directing
Mary Harron,6201,1,16378,Directing
Erik Canuel,6202,0,32868,Directing
Troy Duffy,6203,0,54795,Directing
Nicole Holofcener,6204,1,56539,Directing
Matty Rich,6205,0,230059,Directing
Fina Torres,6206,1,144277,Directing
François Ozon,6207,0,4387,Directing
Ryan Fleck,6208,0,53068,Directing
Steve James,6209,0,122449,Directing
Michael Winner,6210,0,19244,Directing
Tomm Moore,6211,0,96676,Directing
John Carney,6212,0,45117,Directing
David Jacobson,6213,0,53212,Directing
Michael Corrente,6214,0,77076,Directing
Edward Hall,6215,0,1134201,Directing
Keith Gordon,6216,0,33054,Directing
Andrew Currie,6217,0,64754,Directing
Luke Wilson,6218,0,36422,Directing
Marc Schölermann,6219,0,73588,Directing
Coky Giedroyc,6220,1,115677,Directing
Robert Moresco,6221,0,137064,Directing
Thomas Vinterberg,6222,0,4453,Directing
Claudia Llosa,6223,1,101399,Directing
Charles Binamé,6224,0,93136,Directing
Keith Parmer,6225,0,228311,Directing
Ol Parker,6226,0,17510,Directing
James Nunn,6227,0,1088096,Directing
David Webb Peoples,6228,0,7191,Directing
Michael Winnick,6229,0,101233,Directing
Stanley Tong,6230,0,44916,Directing
David Oelhoffen,6231,0,585161,Directing
Eli Roth,6232,0,16847,Directing
Tony Richardson,6233,0,32765,Directing
Charles Robert Carner,6234,0,84113,Directing
Russell Holt,6235,0,229198,Directing
Claude Miller,6236,0,18209,Directing
Sacha Bennett,6237,0,107039,Directing
Rodrigo García,6238,0,77162,Directing
Jeta Amata,6239,0,968998,Directing
Siddharth Anand,6240,0,35785,Directing
Vincent Paronnaud,6241,0,20709,Directing
Dennis Gansel,6242,0,52961,Directing
Daniel Barber,6243,0,94918,Directing
Robert Marcarelli,6244,0,102797,Directing
Ernie Barbarash,6245,0,5917,Directing
Guy Hamilton,6246,0,9915,Directing
Adam Brooks,6247,0,16328,Directing
Michael Anderson,6248,0,20412,Directing
James D. Stern,6249,0,52159,Directing
Matt Bettinelli-Olpin,6250,0,66681,Directing
Sharron Miller,6251,1,158835,Directing
Aaron Schneider,6252,0,58292,Directing
Tom Ford,6253,0,120615,Directing
Tony Maylam,6254,0,70415,Directing
Mitch Davis,6255,0,86164,Directing
Kevin Brodie,6256,0,40220,Directing
Lynne Ramsay,6257,1,83287,Directing
John Stephenson,6258,0,1387618,Directing
Tim Chambers,6259,0,550857,Directing
Dick Richards,6260,0,19333,Directing
Bob Gosse,6261,0,36187,Directing
Alex Zamm,6262,0,88077,Directing
Spencer Susser,6263,0,131521,Directing
Thaddeus O'Sullivan,6264,0,72467,Directing
Shari Springer Berman,6265,1,72205,Directing
Aleksey German,6266,0,270361,Directing
Stephen Milburn Anderson,6267,0,96745,Directing
Richard E. Grant,6268,0,20766,Directing
David Lam,6269,0,141503,Directing
Vladlen Barbe,6270,0,1006810,Directing
Richard Rich,6271,0,107274,Directing
Robert C. Cooper,6272,0,27745,Directing
Kim Nguyen,6273,0,646785,Directing
Jackie Earle Haley,6274,0,17183,Directing
Max Färberböck,6275,0,22677,Directing
Arie Posin,6276,0,76009,Directing
Damian Nieman,6277,0,77062,Directing
Mark Tonderai,6278,0,86482,Directing
Ian Fitzgibbon,6279,0,109978,Directing
Rachel Perkins,6280,1,942251,Directing
Luis Valdez,6281,0,82219,Directing
Alan Alda,6282,0,21278,Directing
Louis Morneau,6283,0,65420,Directing
Caroline Link,6284,1,4522,Directing
Sterling Van Wagenen,6285,0,1053020,Directing
Zal Batmanglij,6286,0,933739,Directing
Hans Petter Moland,6287,0,95972,Directing
Oren Moverman,6288,0,34110,Directing
Ian Sharp,6289,0,113907,Directing
Wolfgang Becker,6290,0,4780,Directing
Dan O'Bannon,6291,0,5045,Directing
George Roy Hill,6292,0,9577,Directing
Robert Stevenson,6293,0,5834,Directing
Gary Hardwick,6294,0,95458,Directing
King Vidor,6295,0,29962,Directing
Fred Savage,6296,0,2223,Directing
Sammo Hung,6297,0,62410,Directing
Rusty Cundieff,6298,0,141825,Directing
Dominique Othenin-Girard,6299,0,32813,Directing
Jean-Jacques Mantello,6300,0,111085,Directing
Risa Bramon Garcia,6301,1,3191,Directing
Brian Klugman,6302,0,51996,Directing
Matt Piedmont,6303,0,589159,Directing
Raymond De Felitta,6304,0,99496,Directing
John Michael McDonagh,6305,0,65594,Directing
Deb Hagan,6306,1,77911,Directing
Zach Cregger,6307,0,84833,Directing
Zach Braff,6308,0,5367,Directing
Mark Tarlov,6309,0,18679,Directing
John Cameron Mitchell,6310,0,17114,Directing
Jon Knautz,6311,0,80006,Directing
David Atkins,6312,0,67910,Directing
Patrick Stettner,6313,0,59210,Directing
Sam Peckinpah,6314,0,7767,Directing
Michael Crichton,6315,0,4782,Directing
Sylvio Tabet,6316,0,24757,Directing
Rick Bieber,6317,0,71339,Directing
Joey Lauren Adams,6318,1,16484,Directing
Fred Zinnemann,6319,0,4065,Directing
S.R. Bindler,6320,0,75882,Directing
Greg Marcks,6321,0,57125,Directing
Perry Lang,6322,0,124783,Directing
Jake Goldberger,6323,0,114596,Directing
William Kaufman,6324,0,228177,Directing
Jim O'Hanlon,6325,0,152249,Directing
Cédric Klapisch,6326,0,17520,Directing
Kate Barker-Froyland,6327,0,1280037,Directing
Martin Koolhoven,6328,0,80630,Directing
Charles Matthau,6329,0,122728,Directing
Christopher Bessette,6330,0,1102620,Directing
Prachya Pinkaew,6331,0,57214,Directing
Gary Sinyor,6332,0,20779,Directing
Ashish R. Mohan,6333,0,131856,Directing
Darren Grant,6334,0,77441,Directing
Joseph Gordon-Levitt,6335,0,24045,Directing
William Sachs,6336,0,554946,Directing
Christophe Barratier,6337,0,43993,Directing
Émile Gaudreault,6338,0,6980,Directing
James Cox,6339,0,40508,Directing
James Toback,6340,0,56381,Directing
Aki Kaurismäki,6341,0,16767,Directing
Hitoshi Matsumoto,6342,0,71080,Directing
Rakeysh Omprakash Mehra,6343,0,53671,Directing
Collin Schiffli,6344,0,1288700,Directing
George Ratliff,6345,0,46802,Directing
Shane Meadows,6346,0,70520,Directing
Jon Wright,6347,0,89824,Directing
Michael McGowan,6348,0,83415,Directing
Liv Ullmann,6349,1,11916,Directing
Rohan Sippy,6350,0,85445,Directing
Dan Trachtenberg,6351,0,568322,Directing
David F. Sandberg,6352,0,1302082,Directing
Stiles White,6353,0,84962,Directing
Eugenio Derbez,6354,0,239574,Directing
Henry Koster,6355,0,33064,Directing
Patty Jenkins,6356,1,6884,Directing
Christopher B. Landon,6357,0,54248,Directing
David Gelb,6358,0,928915,Directing
Mike Flanagan,6359,0,551463,Directing
Nat Faxon,6360,0,105648,Directing
Doug McHenry,6361,0,67896,Directing
George T. Miller,6362,0,1174031,Directing
Maurice Joyce,6363,0,261271,Directing
Robert Duvall,6364,0,3087,Directing
Frank Perry,6365,0,113799,Directing
Jesse Peretz,6366,0,130816,Directing
Ice Cube,6367,0,9778,Directing
Richard Glatzer,6368,0,82335,Directing
Michael Curtiz,6369,0,4109,Directing
Bruce Malmuth,6370,0,58040,Directing
Rob Hedden,6371,0,64735,Directing
Harmony Korine,6372,0,51918,Directing
Joe Chappelle,6373,0,55116,Directing
Mickey Liddell,6374,0,48498,Directing
Fred Walton,6375,0,62556,Directing
Steve Carver,6376,0,102627,Directing
Gonzalo López-Gallego,6377,0,77123,Directing
Christine Jeffs,6378,1,74152,Directing
Don Coscarelli,6379,0,58245,Directing
Michael Tiddes,6380,0,1110102,Directing
Bill Duke,6381,0,1103,Directing
Frank Borzage,6382,0,14855,Directing
Mamoru Hosoda,6383,0,81718,Directing
Brian Dannelly,6384,0,74259,Directing
Denys Arcand,6385,0,38516,Directing
J.S. Cardone,6386,0,52371,Directing
Jay Levey,6387,0,71042,Directing
Nicholaus Goossen,6388,0,60149,Directing
Scott Marshall,6389,0,83070,Directing
Ronan Chapalain,6390,0,583893,Directing
Xavier Beauvois,6391,0,72320,Directing
Randall Miller,6392,0,77121,Directing
Jerry Belson,6393,0,29705,Directing
Dan Rush,6394,0,133406,Directing
Michael Cuesta,6395,0,84931,Directing
Fenton Bailey,6396,0,16957,Directing
Jeremy Saulnier,6397,0,74655,Directing
Billy Kent,6398,0,87191,Directing
James Manera,6399,0,1343882,Directing
Feroz Abbas Khan,6400,0,120426,Directing
Errol Morris,6401,0,18533,Directing
Dennis Hopper,6402,0,2778,Directing
Eli Craig,6403,0,52479,Directing
Nicholas Fackler,6404,0,989831,Directing
Richard Wallace,6405,0,95723,Directing
Morgan J. Freeman,6406,0,66800,Directing
Matthew Hastings,6407,0,58912,Directing
Klaus Menzel,6408,0,568267,Directing
Oren Peli,6409,0,90591,Directing
Paul Andrew Williams,6410,0,80384,Directing
William H. Macy,6411,0,3905,Directing
Barrett Esposito,6412,0,1365766,Directing
Vicky Jewson,6413,0,1404799,Directing
Marcia Bennett,6414,1,40385,Directing
Stanton Barrett,6415,0,1393858,Directing
Jirí Menzel,6416,0,11720,Directing
Fatih Akin,6417,0,5125,Directing
Nick Murphy ,6418,0,582918,Directing
Frank LaLoggia,6419,0,583023,Directing
Jeremy Brock,6420,0,35005,Directing
Scott Foley,6421,0,35595,Directing
Christophe Ali,6422,0,123912,Directing
Gabriela Tagliavini,6423,1,84437,Directing
Shona Auerbach,6424,0,56474,Directing
Leonard Farlinger,6425,0,69168,Directing
Michel Leclerc,6426,0,225887,Directing
Analeine Cal y Mayor,6427,0,1148217,Directing
Tom Kalin,6428,0,66983,Directing
Robert Sarkies,6429,0,67106,Directing
John Huston,6430,0,6593,Directing
Walter Lang,6431,0,80570,Directing
Carlos Saura,6432,0,96369,Directing
Jon Erwin,6433,0,844266,Directing
Beto Gómez,6434,0,545086,Directing
Mike van Diem,6435,0,123150,Directing
Jonas Åkerlund,6436,0,71329,Directing
Todd Solondz,6437,0,66605,Directing
René Féret,6438,0,24481,Directing
Barry Skolnick,6439,0,61571,Directing
Johnnie To,6440,0,25236,Directing
Mateo Gil,6441,0,19841,Directing
Lukas Moodysson,6442,0,11037,Directing
Agnieszka Wojtowicz-Vosloo,6443,1,129715,Directing
Kabir Sadanand,6444,0,1352997,Directing
Peter DeLuise,6445,0,118463,Directing
Raja Menon,6446,0,87296,Directing
Kevin Sullivan,6447,0,134306,Directing
Nick Love,6448,0,41530,Directing
Ivan Engler,6449,0,114545,Directing
Cecil B. DeMille,6450,0,8636,Directing
Henry Hobson,6451,0,1354171,Directing
Mike Figgis,6452,0,6111,Directing
Duane Journey,6453,0,1149038,Directing
Billy Wilder,6454,0,3146,Directing
Lisa Cholodenko,6455,1,75699,Directing
John Sturges,6456,0,14520,Directing
William Arntz,6457,0,55420,Directing
Ed Gass-Donnelly,6458,0,557179,Directing
DJ Pooh,6459,0,65134,Directing
James Melkonian,6460,0,73668,Directing
Roger Avary,6461,0,8297,Directing
Allison Anders,6462,1,3110,Directing
Rick de Oliveira,6463,0,1491995,Directing
Jeff Franklin,6464,0,60621,Directing
Mike Mills,6465,0,17439,Directing
Dave McKean,6466,0,87081,Directing
Ron Fricke,6467,0,68994,Directing
Ruggero Deodato,6468,0,45572,Directing
Gavin Wiesen,6469,0,119417,Directing
Mora Stephens,6470,0,1004172,Directing
Mars Callahan,6471,0,91389,Directing
Leos Carax,6472,0,27977,Directing
Stefan Schwartz,6473,0,94155,Directing
Robert Lee King,6474,0,133183,Directing
Jorge Ramírez Suárez,6475,0,940807,Directing
Dan Ireland,6476,0,69099,Directing
Fernando León de Aranoa,6477,0,15602,Directing
Jim Mickle,6478,0,87082,Directing
Karim Aïnouz,6479,0,55018,Directing
Sam Levinson,6480,0,96172,Directing
Aleksandr Veledinskiy,6481,0,1210747,Directing
Peter H. Hunt,6482,0,129514,Directing
Ruba Nadda,6483,1,108072,Directing
James Whale,6484,0,2917,Directing
Edward Burns,6485,0,12833,Directing
Sean Byrne,6486,0,136345,Directing
Mark Griffiths,6487,0,106491,Directing
Bruce MacDonald,6488,0,144528,Directing
Victor Fleming,6489,0,9049,Directing
Richard Raymond,6490,0,1030160,Directing
George Sidney,6491,0,21506,Directing
Chris Morris,6492,0,117794,Directing
Andrucha Waddington,6493,0,237884,Directing
Peter Stebbings,6494,0,55587,Directing
Vincente Minnelli,6495,0,13980,Directing
Dagur Kári,6496,0,18823,Directing
Kevin Carraway,6497,0,105860,Directing
Michael Gornick,6498,0,15056,Directing
Richard Brooks,6499,0,3632,Directing
Robert Eggers,6500,0,138781,Directing
Michael Martin,6501,0,258199,Directing
Gideon Raff,6502,0,60099,Directing
Louis C.K.,6503,0,52849,Directing
Anthony C. Ferrante,6504,0,85822,Directing
Salvador Carrasco,6505,0,937439,Directing
André Øvredal,6506,0,135113,Directing
Robert Cary,6507,0,119367,Directing
Adam Rapp,6508,0,585272,Directing
Warren P. Sonoda,6509,0,63852,Directing
Amanda Gusack,6510,1,938649,Directing
Avi Nesher,6511,0,95550,Directing
Charles Adelman,6512,0,996070,Directing
Jay Oliva,6513,0,105643,Directing
Charles Ferguson,6514,0,74058,Directing
Mark Young,6515,0,87183,Directing
"Daniel Petrie, Jr.",6516,0,774,Directing
Antonio Simoncini,6517,0,1283831,Directing
Luc Jacquet,6518,0,18525,Directing
Eldar Rapaport,6519,0,933320,Directing
Clark Gregg,6520,0,9048,Directing
Damien Chazelle,6521,0,136495,Directing
Justin Kerrigan,6522,0,68281,Directing
Nathan Frankowski,6523,0,131668,Directing
Karen Moncrieff,6524,1,74638,Directing
Jonathan Silverman,6525,0,55265,Directing
Eric Styles,6526,0,231521,Directing
Laurent Cantet,6527,0,17386,Directing
John Ford,6528,0,8500,Directing
Max Mayer,6529,0,100516,Directing
Joshua Marston,6530,0,5872,Directing
John Gulager,6531,0,62797,Directing
Brandon Cronenberg,6532,0,1081445,Directing
Frank Capra,6533,0,2662,Directing
Tod Williams,6534,0,20133,Directing
Jack Sholder,6535,0,62020,Directing
Ted Post,6536,0,18635,Directing
Michael Haigney,6537,0,65428,Directing
Tom McLoughlin,6538,0,63550,Directing
Adam Marcus,6539,0,64743,Directing
John Maclean,6540,0,1062805,Directing
Benny Boom,6541,0,134129,Directing
Howard Hawks,6542,0,11435,Directing
Nnegest Likké,6543,1,1039544,Directing
Christopher Leitch,6544,0,57436,Directing
Patricia Cardoso,6545,0,116832,Directing
Damien O'Donnell,6546,0,65865,Directing
Peter M. Cohen,6547,0,1058138,Directing
Mel Stuart,6548,0,3451,Directing
Anthony Hickox,6549,0,48965,Directing
Tom Schulman,6550,0,2691,Directing
Jill Sprecher,6551,1,145134,Directing
Darren Stein,6552,0,239418,Directing
David Nixon,6553,0,114614,Directing
Jason Eisener,6554,0,141673,Directing
Enrique Begné,6555,0,1480591,Directing
Matthew Bright,6556,0,55117,Directing
Michael Landon Jr.,6557,0,60438,Directing
Andrea Arnold,6558,1,71082,Directing
Whit Stillman,6559,0,78188,Directing
Leslye Headland,6560,0,217587,Directing
Bobby Roth,6561,0,111944,Directing
Tim Heidecker,6562,0,132856,Directing
Michael Worth,6563,0,84769,Directing
Deon Taylor,6564,0,119419,Directing
Jason Alexander,6565,0,1206,Directing
Conor McPherson,6566,0,73289,Directing
Will Canon,6567,0,223098,Directing
Philip Zlotorynski,6568,0,1271492,Directing
Lance Kawas,6569,0,109905,Directing
Francesca Gregorini,6570,1,564082,Directing
Márcio Garcia,6571,0,228041,Directing
Craig Moss,6572,0,130051,Directing
Michael Jai White,6573,0,64856,Directing
Paolo Monico,6574,0,587519,Directing
Youssef Delara,6575,0,930627,Directing
Darin Scott,6576,0,57777,Directing
Christian Sesma,6577,0,130530,Directing
Monte Hellman,6578,0,20921,Directing
Brian Caunter,6579,0,566314,Directing
Chris D'Arienzo,6580,0,131060,Directing
Isaac Florentine,6581,0,78108,Directing
Heidi Ewing,6582,0,19003,Directing
Leon Ford,6583,0,84451,Directing
Hank Braxtan,6584,0,117168,Directing
John Carl Buechler,6585,0,64722,Directing
Rajkumar Hirani,6586,0,85675,Directing
Victor Nunez,6587,0,138322,Directing
Rohit Jugraj,6588,0,1312905,Directing
Kresten Vestbjerg Andersen,6589,0,66879,Directing
Alex van Warmerdam,6590,0,27875,Directing
Pawel Pawlikowski,6591,0,64194,Directing
Frank Sebastiano,6592,0,111745,Directing
Stacy Peralta,6593,0,4319,Directing
Nacho Vigalondo,6594,0,118303,Directing
Ning Hao,6595,0,17295,Directing
Tony Giglio,6596,0,42712,Directing
Stanley Donen,6597,0,13284,Directing
Joe Cross,6598,0,567558,Directing
John Sullivan,6599,0,151460,Directing
Tommy Lee Wallace,6600,0,11777,Directing
Don Taylor,6601,0,9108,Directing
Leslie Small,6602,0,559968,Directing
Éric Tessier,6603,0,130358,Directing
Alison Maclean,6604,1,157879,Directing
Alice Wu,6605,1,84461,Directing
Sarah Gavron,6606,0,93288,Directing
James Ponsoldt,6607,0,930710,Directing
Joshua Tickell,6608,0,74600,Directing
Tim Boxell,6609,0,133684,Directing
Michael D. Sellers,6610,0,59975,Directing
Reed Cowan,6611,0,123990,Directing
James Dodson,6612,0,61848,Directing
Alex Rivera,6613,0,91252,Directing
John Murlowski,6614,0,110834,Directing
Benni Diez,6615,0,1290942,Directing
Danny Perez,6616,0,130858,Directing
Robby Henson,6617,0,21415,Directing
Zackary Adler,6618,0,439236,Directing
Dominic Burns,6619,0,230157,Directing
Carmen Marron,6620,0,232216,Directing
Jason Stone,6621,0,1046127,Directing
Jerry Rees,6622,0,108217,Directing
David Hand,6623,0,5446,Directing
Jaco Booyens,6624,0,1734565,Directing
Danny Steinmann,6625,0,58822,Directing
Jon Gunn,6626,0,94471,Directing
Hayley Cloake,6627,1,449832,Directing
Tay Garnett,6628,0,74878,Directing
Shyam Madiraju,6629,0,1413504,Directing
Harmage Singh Kalirai,6630,0,107725,Directing
Rita Merson,6631,0,1385666,Directing
William Wyler,6632,0,10001,Directing
Larry Clark,6633,0,51917,Directing
Petter Næss,6634,0,49555,Directing
Robert Fontaine,6635,0,1523137,Directing
Neil Mcenery-West,6636,0,1560279,Directing
Anthony O'Brien,6637,0,1388653,Directing
Lloyd Kaufman,6638,0,78021,Directing
David Robert Mitchell,6639,0,558929,Directing
Robert Mulligan,6640,0,8482,Directing
Liu Chia-Liang,6641,0,26775,Directing
Chris Kentis,6642,0,640,Directing
Alex Kendrick,6643,0,78040,Directing
Robert Rossen,6644,0,14875,Directing
Jack Conway,6645,0,82413,Directing
Sylvain Chomet,6646,0,21768,Directing
Chris Eyre,6647,0,1232592,Directing
Elia Kazan,6648,0,2746,Directing
Debra Granik,6649,1,121873,Directing
Henry King,6650,0,37362,Directing
Miranda July,6651,1,16860,Directing
Max Joseph,6652,0,1257827,Directing
Jim Jarmusch,6653,0,4429,Directing
Kevin Tenney,6654,0,82579,Directing
Ari Folman,6655,0,56198,Directing
Marielle Heller,6656,1,177532,Directing
David Sington,6657,0,86662,Directing
Kelly Reichardt,6658,1,56383,Directing
Bob Giraldi,6659,0,89467,Directing
Huck Botko,6660,0,120246,Directing
David Duchovny,6661,0,12640,Directing
Mitchell Lichtenstein,6662,0,57055,Directing
Lance Mungia,6663,0,116653,Directing
Hue Rhodes,6664,0,223909,Directing
Danny Provenzano,6665,0,1736589,Directing
Bill Muir,6666,0,1062889,Directing
Noah Buschel,6667,0,114004,Directing
Brian Yuzna,6668,0,27992,Directing
Hunter Richards,6669,0,52856,Directing
Laurie Collyer,6670,0,96222,Directing
Aaron Hann,6671,0,1454563,Directing
Phil Claydon,6672,0,82822,Directing
Ralph Ziman,6673,0,88970,Directing
John Simpson,6674,0,73112,Directing
Colin Minihan,6675,0,1310518,Directing
Conor McMahon,6676,0,78545,Directing
Chris Shadley,6677,0,112289,Directing
Simon Napier-Bell,6678,0,1253596,Directing
Simon Yin,6679,0,1070340,Directing
Jeff Crook,6680,0,86037,Directing
Orson Welles,6681,0,40,Directing
Dave Payne,6682,0,30870,Directing
Brad Copeland,6683,0,68574,Directing
Paul Bunnell,6684,0,1031972,Directing
Phil Morrison,6685,0,17246,Directing
Harald Reinl,6686,0,33542,Directing
Tanner Beard,6687,0,1018660,Directing
Scott Dow,6688,0,1434686,Directing
Derick Martini,6689,0,33349,Directing
Jerry Dugan,6690,0,1378892,Directing
Tim Hunter,6691,0,15858,Directing
Richard Ayoade,6692,0,98103,Directing
Jehane Noujaim,6693,1,115892,Directing
Jean-Marc Barr,6694,0,1642,Directing
Remo D'Souza,6695,0,1170143,Directing
John Laing,6696,0,1108711,Directing
Jamal Hill,6697,0,121473,Directing
Daniel Stamm,6698,0,120245,Directing
Carlos Carrera,6699,0,7348,Directing
Benh Zeitlin,6700,0,223516,Directing
J. Lee Thompson,6701,0,18669,Directing
Maggie Greenwald,6702,0,94831,Directing
Vera Farmiga,6703,1,21657,Directing
Vijay Chandar,6704,0,588015,Directing
Jonathan Wacks,6705,0,196769,Directing
Khyentse Norbu,6706,0,115309,Directing
Tony Krantz,6707,0,41621,Directing
Mitchell Altieri,6708,0,94917,Directing
W.D. Hogan,6709,0,1187609,Directing
Corey Grant,6710,0,1018699,Directing
Lucky McKee,6711,0,51534,Directing
Richard Boddington,6712,0,115585,Directing
Steven R. Monroe,6713,0,88039,Directing
Mark Illsley,6714,0,942084,Directing
Ritesh Batra,6715,0,1117026,Directing
Sally Potter,6716,1,57206,Directing
Brad J. Silverman,6717,0,1156260,Directing
Dave Meyers,6718,0,54827,Directing
David M. Matthews,6719,0,155747,Directing
Nadine Labaki,6720,1,53431,Directing
Lluís Quílez,6721,0,1346215,Directing
Eytan Fox,6722,0,160,Directing
Romesh Sharma,6723,0,231345,Directing
François Truffaut,6724,0,1650,Directing
Adam Goldberg,6725,0,6163,Directing
Travis Zariwny,6726,0,22239,Directing
Adrienne Shelly,6727,1,66496,Directing
Newt Arnold,6728,0,70250,Directing
Alex Cox,6729,0,31493,Directing
Fabián Bielinsky,6730,0,74907,Directing
Dror Moreh,6731,0,1085923,Directing
Rebecca Miller,6732,1,41670,Directing
Maggie Carey,6733,0,1088647,Directing
Henry Bean,6734,0,30458,Directing
Simeon Rice,6735,0,1501366,Directing
Jeff Garlin,6736,0,60074,Directing
Qasim Basir,6737,0,550858,Directing
Adam Green,6738,0,70890,Directing
Charlie Chaplin,6739,0,13848,Directing
Pete Jones,6740,0,285452,Directing
Bruce Campbell,6741,0,11357,Directing
Adam Carolla,6742,0,76245,Directing
Bruce McDonald,6743,0,55189,Directing
James Mottern,6744,0,105313,Directing
Gerard Johnstone,6745,0,1288796,Directing
Robert Greenwald,6746,0,51521,Directing
David Ray,6747,0,1375378,Directing
David Rodriguez,6748,0,991853,Directing
Nae Caranfil,6749,0,55520,Directing
David Winning,6750,0,52044,Directing
Frank Lotito,6751,0,1002001,Directing
Timothy Woodward Jr.,6752,0,1169157,Directing
Tara Subkoff,6753,1,61111,Directing
Russell Friedenberg,6754,0,70076,Directing
Lucrecia Martel,6755,0,56208,Directing
Edward Dmytryk,6756,0,64114,Directing
Zak Penn,6757,0,11011,Directing
Alex Ranarivelo,6758,0,474199,Directing
Mathieu Amalric,6759,0,8789,Directing
David Worth,6760,0,22012,Directing
Leslie H. Martinson,6761,0,27728,Directing
Robert M. Young,6762,0,86293,Directing
Steve Buscemi,6763,0,884,Directing
Ham Tran,6764,0,143430,Directing
Rich Cowan,6765,0,39822,Directing
Boris Rodriguez,6766,0,1024216,Directing
Sadyk Sher-Niyaz,6767,0,1372345,Directing
Paul Donovan,6768,0,144430,Directing
Jonathan Kesselman,6769,0,557818,Directing
Arjun Sablok,6770,0,631226,Directing
Tyler Oliver,6771,0,971918,Directing
Douglas Cheek,6772,0,90525,Directing
Michael D. Olmos,6773,0,133790,Directing
Deryck Broom,6774,0,932013,Directing
Henry Hathaway,6775,0,37360,Directing
Giovanni Zelko,6776,0,1504620,Directing
Claudia Sainte-Luce,6777,0,1200528,Directing
Jamie Babbit,6778,1,59466,Directing
David Boyd,6779,0,55441,Directing
Anna Muylaert,6780,1,550280,Directing
Steve Taylor,6781,0,440517,Directing
James David Pasternak,6782,0,233519,Directing
Laurent Bouhnik,6783,0,128712,Directing
Tom Sanchez,6784,0,1499089,Directing
David Caffrey,6785,0,108497,Directing
Adam Jay Epstein,6786,0,66514,Directing
Justin Thomas Ostensen,6787,0,1041549,Directing
Ossie Davis,6788,0,15531,Directing
Jay Alaimo,6789,0,204325,Directing
